series_id,date,value,description
VIXCLS,2021-06-08,17.07,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-06-09,17.89,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-06-10,16.1,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-06-11,15.65,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-06-14,16.39,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-06-15,17.02,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-06-16,18.15,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-06-17,17.75,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-06-18,20.7,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-06-21,17.89,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-06-22,16.66,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-06-23,16.32,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-06-24,15.97,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-06-25,15.62,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-06-28,15.76,CBOE Volatility Index VIX (Daily)
VIXCLS,2021-06-29,16.02,CBOE Volatility Index VIX (Daily)
