series_id,date,value,description
MORTGAGE30US,2023-05-18,6.39,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-05-25,6.57,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-06-01,6.79,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-06-08,6.71,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-06-15,6.69,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-06-22,6.67,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-06-29,6.71,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-07-06,6.81,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-07-13,6.96,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-07-20,6.78,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-07-27,6.81,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-08-03,6.9,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-08-10,6.96,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-08-17,7.09,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-08-24,7.23,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-08-31,7.18,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-09-07,7.12,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-09-14,7.18,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-09-21,7.19,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-09-28,7.31,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-10-05,7.49,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-10-12,7.57,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-10-19,7.63,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-10-26,7.79,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-11-02,7.76,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-11-09,7.5,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-11-16,7.44,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-11-22,7.29,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-11-30,7.22,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-12-07,7.03,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-12-14,6.95,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-12-21,6.67,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2023-12-28,6.61,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-01-04,6.62,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-01-11,6.66,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-01-18,6.6,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-01-25,6.69,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-02-01,6.63,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-02-08,6.64,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-02-15,6.77,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-02-22,6.9,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-02-29,6.94,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-03-07,6.88,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-03-14,6.74,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-03-21,6.87,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-03-28,6.79,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-04-04,6.82,30-Year Fixed Mortgage Rate (Weekly)
